_id,segment_id,date,weekday,period,LOS,s_node_id,e_node_id,length,street_id,max_velocity,street_level,street_name,street_type,long_snode,lat_snode,long_enode,lat_enode
10485,29177,2020-08-02,6,period_23_30,E,1996654934,366453620,49,189017060,,4,Phú Hữu,tertiary,106.6532793,10.7516644,106.6533773,10.7521005
10696,29340,2020-08-02,6,period_23_30,C,1996654081,1996654183,3,189017129,,2,Phú Hữu,primary,106.6537519,10.7535742,106.653784,10.7535754
10698,29341,2020-08-02,6,period_23_30,E,1996654183,1996655115,3,189017129,,2,Phú Hữu,primary,106.653784,10.7535754,106.6538143,10.7535856
10700,29342,2020-08-02,6,period_23_30,C,1996655115,4613947559,3,189017129,,2,Phú Hữu,primary,106.6538143,10.7535856,106.6538404,10.7536041
10702,29343,2020-08-02,6,period_23_30,C,4613947559,1996655300,3,189017129,,2,Đường Hồng Bàng,primary,106.6538404,10.7536041,106.6538599,10.7536291
10789,29449,2020-08-02,6,period_23_30,F,5813814373,1996745606,37,189027798,,4,Phạm Đình Hổ,tertiary,106.6497534,10.7530855,106.649744,10.753419
22090,51666,2020-08-02,6,period_23_30,D,1996654934,366409794,12,330378031,,4,Trang Tử,tertiary,106.6532793,10.7516644,106.6531665,10.7516488
22092,51667,2020-08-02,6,period_23_30,C,366409794,1996654934,12,330378031,,4,Trang Tử,tertiary,106.6531665,10.7516488,106.6532793,10.7516644
22094,51668,2020-08-02,6,period_23_30,E,366409794,5802782527,66,330378031,,4,Trang Tử,tertiary,106.6531665,10.7516488,106.6525584,10.7515795
22096,51669,2020-08-02,6,period_23_30,D,5802782527,366409794,66,330378031,,4,Trang Tử,tertiary,106.6525584,10.7515795,106.6531665,10.7516488
22098,51670,2020-08-02,6,period_23_30,D,5802782527,5802782528,42,330378031,,4,Trang Tử,tertiary,106.6525584,10.7515795,106.652168,10.7515324
22100,51671,2020-08-02,6,period_23_30,B,5802782528,5802782527,42,330378031,,4,Trang Tử,tertiary,106.652168,10.7515324,106.6525584,10.7515795
22102,51672,2020-08-02,6,period_23_30,E,5802782528,1996745106,39,330378031,,4,Trang Tử,tertiary,106.652168,10.7515324,106.6518036,10.7514999
22104,51673,2020-08-02,6,period_23_30,D,1996745106,5802782528,39,330378031,,4,Trang Tử,tertiary,106.6518036,10.7514999,106.652168,10.7515324
22106,51674,2020-08-02,6,period_23_30,D,1996745106,366468340,142,330378031,,4,Trang Tử,tertiary,106.6518036,10.7514999,106.6504956,10.7514819
22108,51675,2020-08-02,6,period_23_30,C,366468340,1996745106,142,330378031,,4,Trang Tử,tertiary,106.6504956,10.7514819,106.6518036,10.7514999
22110,51676,2020-08-02,6,period_23_30,A,366468340,4583483799,100,330378031,,4,Trang Tử,tertiary,106.6504956,10.7514819,106.6495842,10.7515743
22112,51677,2020-08-02,6,period_23_30,C,4583483799,366468340,100,330378031,,4,Trang Tử,tertiary,106.6495842,10.7515743,106.6504956,10.7514819
25289,58853,2020-08-02,6,period_23_30,F,5778381627,5778381632,39,409047869,,4,Nguyễn Chí Thanh,tertiary,106.6514369,10.7563989,106.6510842,10.756343
25291,58854,2020-08-02,6,period_23_30,C,5778381632,5778381627,39,409047869,,4,Nguyễn Chí Thanh,tertiary,106.6510842,10.756343,106.6514369,10.7563989
25706,59153,2020-08-02,6,period_23_30,C,5778381637,5778381638,107,409059466,,4,Nguyễn Thị Nhỏ,tertiary,106.6508617,10.7544346,106.6507502,10.753478
25708,59154,2020-08-02,6,period_23_30,D,5778381637,5778381636,39,409059466,,4,Nguyễn Thị Nhỏ,tertiary,106.6508617,10.7544346,106.6509024,10.7547833
25712,59156,2020-08-02,6,period_23_30,F,5778381636,5778381635,45,409059466,,4,Nguyễn Thị Nhỏ,tertiary,106.6509024,10.7547833,106.6509499,10.7551906
25716,59158,2020-08-02,6,period_23_30,C,5778381635,5778381634,13,409059466,,4,Nguyễn Thị Nhỏ,tertiary,106.6509499,10.7551906,106.6509642,10.7553137
25720,59160,2020-08-02,6,period_23_30,E,5778381634,5778381633,88,409059466,,4,Nguyễn Thị Nhỏ,tertiary,106.6509642,10.7553137,106.6510563,10.7561038
25724,59162,2020-08-02,6,period_23_30,E,5778381633,5778381632,26,409059466,,4,Nguyễn Thị Nhỏ,tertiary,106.6510563,10.7561038,106.6510842,10.756343
26355,61452,2020-08-02,6,period_23_30,D,4658499310,3160564528,130,463031681,,3,Tháp Mười,secondary,106.6533788,10.7504649,106.6545334,10.7507545
26357,61453,2020-08-02,6,period_23_30,E,4202268830,1996745606,17,463031682,,4,Quận 11,tertiary,106.6497631,10.753578,106.649744,10.753419
26359,61454,2020-08-02,6,period_23_30,C,1996745606,4202268830,17,463031682,,4,Quận 11,tertiary,106.649744,10.753419,106.6497631,10.753578
26445,61689,2020-08-02,6,period_23_30,C,5778381638,5813814396,30,464463523,,2,Hồng Bàng,primary,106.6507502,10.753478,106.6504751,10.7535059
26447,61690,2020-08-02,6,period_23_30,F,5813814396,4202268830,78,464463523,,2,Hồng Bàng,primary,106.6504751,10.7535059,106.6497631,10.753578
26711,62685,2020-08-02,6,period_23_30,E,5778381638,5778381629,9,466897990,,4,Đường Nguyễn Thị Nhỏ,tertiary,106.6507502,10.753478,106.6507301,10.7533959
26713,62686,2020-08-02,6,period_23_30,C,5778381629,5778381638,9,466897990,,4,Đường Nguyễn Thị Nhỏ,tertiary,106.6507301,10.7533959,106.6507502,10.753478
26715,62687,2020-08-02,6,period_23_30,D,5778381629,366368264,10,466897990,,4,Đường Nguyễn Thị Nhỏ,tertiary,106.6507301,10.7533959,106.6507117,10.7533034
26717,62688,2020-08-02,6,period_23_30,D,366368264,5778381629,10,466897990,,4,Đường Nguyễn Thị Nhỏ,tertiary,106.6507117,10.7533034,106.6507301,10.7533959
26808,62732,2020-08-02,6,period_23_30,A,366429233,366440116,95,467096897,,4,Nguyễn Trãi,tertiary,106.6535477,10.7527545,106.6544253,10.7527905
28552,63647,2020-08-02,6,period_23_30,B,4851518980,4851518981,66,471067921,,4,Lê Quang Sung,tertiary,106.6539275,10.7510858,106.6533152,10.7510733
28721,64499,2020-08-02,6,period_23_30,C,4851518981,1996654934,65,493222445,,4,Phú Hữu,tertiary,106.6533152,10.7510733,106.6532793,10.7516644
28723,64500,2020-08-02,6,period_23_30,C,4851518981,4583475971,45,493222445,,4,Phú Hữu,tertiary,106.6533152,10.7510733,106.6533293,10.7506686
28725,64501,2020-08-02,6,period_23_30,C,4583475971,4851518981,45,493222445,,4,Phú Hữu,tertiary,106.6533293,10.7506686,106.6533152,10.7510733
29036,67156,2020-08-02,6,period_23_30,E,1996745606,5813814385,82,509355555,,2,Hồng Bàng,primary,106.649744,10.753419,106.6504975,10.753329
29038,67157,2020-08-02,6,period_23_30,C,5813814385,366368264,23,509355555,,2,Hồng Bàng,primary,106.6504975,10.753329,106.6507117,10.7533034
